Quality,#1 ID,#2 ID,#1 String,#2 String
1,3444074,3444041,But the new vaccine will not even begin to be tested in people until 2005 and will not be approved for use for several years after that .,"However , the new vaccine won 't begin to be tested in people until 2005 and won 't be approved for use for several years after that ."
0,613592,613574,"""RT Jones analyst Juli Niemann said Grant was """" the one we were all pulling for .""","""He has a very good reputation , """" RT Jones analyst Juli Niemann said of Grant ."""
1,2460900,2460879,"Writing in the journal Geophysical Research Letters , Vincent ’ s team said all of the fresh water poured out of the 20 mile ( 30 km ) long Disraeli Fjord .","Writing in the journal Geophysical Research Letters , Vincent 's team said all of the fresh water poured out of the 20-mile-long Disraeli Fjord ."
1,684554,684840,"""Imam Samudra , 32 , is accused of being the """" field commander """" of the October 12 attacks that killed 202 people , mostly tourists .""","Imam Samudra is charged with playing a key role in the planning and execution of the Oct. 12 attacks , that killed 202 people , mostly foreign tourists ."
1,3064974,3064992,They face charges of robbery and criminal impersonation of a police officer .,All five suspects were charged with robbery and criminal impersonation of a police officer .
0,260052,259880,"The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people , including seven Americans .","Bush , however , also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans ."
0,71627,71277,"The time was about 4 a.m. on March 18 , just hours before the first pinpoint missiles rained down on the capital .","The seizure occurred at 4am on March 18 , just hours before the first American air assault ."
0,200007,199991," It 's a huge black eye ,  said publisher Arthur Ochs Sulzberger Jr . , whose family has controlled the paper since 1896 ."," It 's a huge black eye ,  Arthur Sulzberger , the newspaper 's publisher , said of the scandal ."
1,3355473,3355625,Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year 's honour should go to all men and women who wear the US uniform .,"Kelly said Rumsfeld , in a November interview , made the unsolicited suggestion that this year 's honor go to all men and women who wear the U.S. uniform ."
1,1091308,1091292,"Instead , bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press .","Still , bond bulls can take comfort in the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press ."
1,3320347,3320265,"Cullen , 43 , is charged with murdering a Catholic clergyman and attempting to kill another patient at Somerset Medical Center .","Cullen , 43 , is charged with killing a Roman Catholic Church official and attempting to kill another patient at Somerset Medical Center in Somerville ."
0,1755939,1755914,"Bush is spending the weekend at his Crawford ranch , where he will play host to Italian Prime Minister Silvio Berlusconi .",He is to play host to Italian Prime Minister Silvio Berlusconi on Sunday and Monday .
0,2333634,2333613,"Six vehicles , including one belonging to the army , were damaged in the powerful explosion .",Several passing vehicles and an adjacent shop were also damaged in the explosion .
1,2851677,2851855,"""But he added that the New York-based actor and producer is """" a private person and doesn 't care to have his treatment out for public consumption . """"""","""But he added that De Niro is """" a private person and doesn 't care to have his treatment out for public consumption . """""""
0,2112991,2113005,"""The book , called """" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , """" hits stores this weekend .""","""Fox was seeking an injunction to halt distribution of """" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . """""""
1,1258293,1258203,"Roberts said he didn 't think excess inventory showed up in Avery 's first quarter , although it might explain the drop and quick recovery in sales this quarter .","Roberts said he didn 't think excess inventory showed up in Avery 's March quarter , although it could explain the drop and quick recovery in sales during the current quarter ."
1,52697,52210,Appleton said police continue to hold out the possibility that more than one person was involved in the poisonings .,He said investigators have not ruled out the possibility that more than one person was behind the poisonings .
0,2205356,2205241,"Second comes HP ( 27 percent with $ 2.9 billion , up just 0.4 percent ) .",HP fell to second place with server sales growing 0.4 percent to $ 2.9 billion .
1,1268573,1268483,The single currency dropped to 136.94 yen compared with its late U.S. level of 137.64 .,"Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 ."
0,1690838,1690632,"""Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy """" could very well be embarking on a period of extended growth """" .""","""Greenspan told Congress on Tuesday the U.S. economy """" could very well be embarking on a period of sustained growth """" ."""
0,3301764,3301492," His progress is steady , he 's stable , he 's comfortable ,  Jack said Tuesday afternoon ."," His progress is steady , he is stable ,  said Dr Jack ."
0,2690016,2690096,"The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .","The unemployment rate in San Joaquin County dipped last month to 8.5 percent , down nearly a full percentage point from August ."
1,2816542,2816716,"On Oct. 10 , an 18-year-old freshman member of the men 's swim team jumped from the same 10th-floor ledge .","On Oct. 10 , an 18-year-old freshman from Dayton , Ohio , climbed over the same 10th-floor ledge and plunged to his death ."
1,1914418,1914375,The Communicator can also consolidate e-mail from multiple screen names and other POP and IMAP accounts into a single application .,"AOL Communicator can consolidate e-mail from multiple AOL screen names , as well as from other POP and IMAP-based e-mail accounts ."
0,1957823,1957694,"Tenet has been under scrutiny since November , when former Chief Executive Jeffrey Barbakow said the company used aggressive pricing to trigger higher payments for the sickest Medicare patients .","In November , Jeffrey Brabakow , the chief executive at the time , said the company used aggressive pricing to get higher payments for the sickest Medicare patients ."
